period,cohort,feature,cluster_unit,clusters,bootstrap_reps,comparison,metric,point_estimate,ci_low,ci_high
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,HIGH_D8_D10,gross_average_return,-0.004680789637960296,-0.007334466423985568,-0.001970170007835361
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,HIGH_D8_D10,net_average_return,-0.0104400672285991,-0.013078367690508162,-0.007745214524264548
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,HIGH_D8_D10,primary_success_rate,0.25930023650260353,0.24840361028642294,0.2704839930797459
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,HIGH_D8_D10,average_mfe_10d,0.06503041490595654,0.062097116075852984,0.06800255723386453
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,HIGH_D8_D10,average_mae_10d,-0.06487606600759344,-0.0686486977580103,-0.06130606362524748
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,HIGH_D8_D10,gross_profit_factor,0.8740523862899099,0.809686272496143,0.9450674068991354
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_MINUS_LOW,gross_average_return,-0.00322169406230626,-0.00628856768394894,1.0786399549820912e-05
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_MINUS_LOW,net_average_return,-0.003203197718369107,-0.006252308195075683,1.0475203380855735e-05
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_MINUS_LOW,primary_success_rate,-0.057226814797954384,-0.07373159789026078,-0.0406620036065459
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_MINUS_LOW,average_mfe_10d,-0.01004751520921094,-0.013188352237956,-0.006920138859057169
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_MINUS_LOW,average_mae_10d,0.005047467073192216,0.002229683230955328,0.008125433627926773
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_MINUS_HIGH,gross_average_return,0.0028251156624601974,0.0012014896846966453,0.004436336772760837
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_MINUS_HIGH,net_average_return,0.0028080897744144004,0.001193779632265384,0.004409912050154959
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_MINUS_HIGH,primary_success_rate,-0.10113712651447604,-0.10886523063660278,-0.09345394823961684
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_MINUS_HIGH,average_mfe_10d,-0.024433570942795434,-0.026350726020432882,-0.022487953715026234
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_MINUS_HIGH,average_mae_10d,0.0220949274422517,0.020027421484003997,0.024151652409786104
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,HIGH_MINUS_MID,gross_average_return,-0.0028251156624601974,-0.004436336772760837,-0.0012014896846966458
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,HIGH_MINUS_MID,net_average_return,-0.0028080897744144004,-0.004409912050154959,-0.0011937796322653844
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,HIGH_MINUS_MID,primary_success_rate,0.10113712651447604,0.09345394823961682,0.10886523063660276
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,HIGH_MINUS_MID,average_mfe_10d,0.024433570942795434,0.022487953715026234,0.026350726020432882
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,HIGH_MINUS_MID,average_mae_10d,-0.0220949274422517,-0.024151652409786107,-0.020027421484003997
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,HIGH_MINUS_LOW,gross_average_return,-0.006046809724766458,-0.009870222061513296,-0.0019556091692297358
